index,tvBench_id,db_id,question,source,gold,pred
3542,1506@y_name@ASC,gas_company,"How many companies that are not headquartered in the United States for each main industry ? Show me a bar chart , could you sort in asc by the y axis please ?","<N> How many companies that are not headquartered in the United States for each main industry ? Show me a bar chart , could you sort in asc by the y axis please ? </N> <C> mark [T] data company encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> company <COL> main_industry rank headquarters </COL> <VAL> </VAL> </D>",mark bar data company encoding x main_industry y aggregate count main_industry transform filter headquarters != 'usa' group x sort y asc,mark bar data company encoding x headquarters y aggregate count headquarters transform filter main_industry = 'banking' group x sort y asc
3544,1351@x_name@ASC,employee_hire_evaluation,"For the average of Shop_ID , Start_from , visualize the trend , sort in asc by the x-axis .","<N> For the average of Shop_ID , Start_from , visualize the trend , sort in asc by the x-axis . </N> <C> mark [T] data hiring encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> hiring <COL> shop_id start_from </COL> <VAL> </VAL> </D>",mark line data hiring encoding x start_from y aggregate mean shop_id color is_full_time transform sort x asc bin x by year,mark line data hiring encoding x start_from y aggregate mean shop_id transform sort x asc bin x by year
3550,2990@x_name@ASC,tracking_share_transactions,"Show all dates of transactions whose type code is ""SALE"" , and count them by a line chart , show from low to high by the x-axis .","<N> Show all dates of transactions whose type code is ""SALE"" , and count them by a line chart , show from low to high by the x-axis . </N> <C> mark [T] data transactions encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> transactions <COL> </COL> <VAL> </VAL> </D>","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" sort x asc bin x by year","mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter transaction_type_code = ""sale"" group x sort x asc"
3568,2916,swimming,Draw a bar chart about the distribution of meter_300 and ID .,<N> Draw a bar chart about the distribution of meter_300 and ID . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 time </COL> <VAL> </VAL> </D>,mark bar data swimmer encoding x meter_300 y aggregate none id,mark bar data swimmer encoding x meter_600 y aggregate none id
3570,2798@y_name@ASC,soccer_2,"What is the name of the school that has the smallest enrollment in each state ? , and could you show Y-axis in ascending order ?","<N> What is the name of the school that has the smallest enrollment in each state ? , and could you show Y-axis in ascending order ? </N> <C> mark [T] data college encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> college <COL> state cname </COL> <VAL> </VAL> </D>",mark bar data college encoding x cname y aggregate min enr transform group state sort y asc,mark bar data college encoding x cname y aggregate min state transform group x sort y asc
3576,2874,student_1,"For each grade , report the correlation between grade and the total number of students in the grade .","<N> For each grade , report the correlation between grade and the total number of students in the grade . </N> <C> mark [T] data list encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> list <COL> grade </COL> <VAL> </VAL> </D>",mark point data list encoding x grade y aggregate count grade transform group x,mark point data list encoding x classroom y aggregate none grade
3578,2684,roller_coaster,Return a scatter on what are the lengths and heights of roller coasters ?,<N> Return a scatter on what are the lengths and heights of roller coasters ? </N> <C> mark [T] data roller_coaster encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> roller_coaster <COL> length height name park </COL> <VAL> </VAL> </D>,mark point data roller_coaster encoding x length y aggregate none height,mark point data roller_coaster encoding x height y aggregate count length transform group x
3580,2916@x_name@DESC,swimming,"Find meter_300 and ID , and visualize them by a bar chart , and rank X-axis in descending order .","<N> Find meter_300 and ID , and visualize them by a bar chart , and rank X-axis in descending order . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> id meter_300 meter_100 meter_200 meter_400 meter_500 meter_600 meter_700 </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none id transform sort x desc,mark bar data swimmer encoding x meter_600 y aggregate none id transform sort x desc
3604,2999@x_name@DESC,tracking_share_transactions,"A line chart for what are the number of the dates of transactions with at least 100 share count or amount bigger than 100 ? , and sort from high to low by the X-axis .","<N> A line chart for what are the number of the dates of transactions with at least 100 share count or amount bigger than 100 ? , and sort from high to low by the X-axis . </N> <C> mark [T] data transactions encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> transactions <COL> share_count </COL> <VAL> 930 8040 </VAL> </D>",mark line data transactions encoding x date_of_transaction y aggregate count date_of_transaction transform filter share_count >= 100 or amount_of_transaction >= 100 sort x desc bin x by year,mark line data transactions encoding x date_of_transaction y aggregate count share_count transform filter share_count > 100 or amount_of_transaction > 1000 sort x desc bin x by year
3618,2066,loan_1,Can you compare the account balances of customers with the letter 'a' in their names using a bar graph .,<N> Can you compare the account balances of customers with the letter 'a' in their names using a bar graph . </N> <C> mark [T] data customer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> customer <COL> cust_name </COL> <VAL> Mary </VAL> </D>,mark bar data customer encoding x cust_name y aggregate none acc_bal transform filter cust_name like '%a%',mark bar data customer encoding x acc_type y aggregate count acc_type transform filter credit_score < 50 group x
3620,1248@y_name@DESC,e_learning,"Find the number of the latest logon date of the students whose family name is ""Jaskolski"" or ""Langosh"" , and sort in descending by the Y please .","<N> Find the number of the latest logon date of the students whose family name is ""Jaskolski"" or ""Langosh"" , and sort in descending by the Y please . </N> <C> mark [T] data students encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> students <COL> family_name </COL> <VAL> Ward </VAL> </D>","mark bar data students encoding x date_of_latest_logon y aggregate count date_of_latest_logon transform filter family_name = ""jaskolski"" or family_name = ""langosh"" sort y desc bin x by weekday",mark bar data students encoding x family_name y aggregate count family_name transform filter emp_jobcode = 'prof' group x sort y desc
3628,2798@x_name@DESC,soccer_2,"Compare the smallest enrollment of schools in each state using a bar chart , and order cName in desc order .","<N> Compare the smallest enrollment of schools in each state using a bar chart , and order cName in desc order . </N> <C> mark [T] data college encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> college <COL> cname state enr </COL> <VAL> </VAL> </D>",mark bar data college encoding x cname y aggregate min enr transform group state sort x desc,mark bar data college encoding x cname y aggregate min enr transform group state sort y desc
3636,2917@x_name@DESC,swimming,"Find meter_300 and meter_100 , and visualize them by a bar chart , and rank by the bars in descending please .","<N> Find meter_300 and meter_100 , and visualize them by a bar chart , and rank by the bars in descending please . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_300 meter_100 meter_700 meter_600 id meter_500 meter_200 meter_400 time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort x desc,mark bar data swimmer encoding x name y aggregate none meter_100 transform sort x desc
3638,2917@x_name@DESC,swimming,"Give me the comparison about meter_100 over the meter_300 , and could you order by the bar from high to low ?","<N> Give me the comparison about meter_100 over the meter_300 , and could you order by the bar from high to low ? </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 meter_400 meter_600 meter_500 meter_700 meter_200 time id name </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort x desc,mark bar data swimmer encoding x name y aggregate none meter_100 transform sort x desc
3644,829@x_name@ASC,cre_Docs_and_Epenses,"How many document type for different document type description ? Visualize with a bar chart , sort in asc by the x-axis .","<N> How many document type for different document type description ? Visualize with a bar chart , sort in asc by the x-axis . </N> <C> mark [T] data ref_document_types encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> ref_document_types <COL> document_type_description </COL> <VAL> fun </VAL> </D>",mark bar data ref_document_types encoding x document_type_description y aggregate count document_type_description transform group x sort x asc,mark bar data ref_document_types encoding x document_type_description y aggregate count distinct document_type_description transform group document_type_description sort x asc
3646,2798@x_name@DESC,soccer_2,"What is the name of the school that has the smallest enrollment in each state ? , and show from high to low by the X-axis .","<N> What is the name of the school that has the smallest enrollment in each state ? , and show from high to low by the X-axis . </N> <C> mark [T] data college encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> college <COL> state cname </COL> <VAL> </VAL> </D>",mark bar data college encoding x cname y aggregate min enr transform group state sort x desc,mark bar data college encoding x cname y aggregate min state transform group x sort x desc
3648,627,college_2,Display a bar chart for what are the names and average salaries for departments with average salary higher than 42000 ?,<N> Display a bar chart for what are the names and average salaries for departments with average salary higher than 42000 ? </N> <C> mark [T] data instructor encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> instructor <COL> salary name id </COL> <VAL> Kean Dale </VAL> </D>,mark bar data instructor encoding x dept_name y aggregate mean salary transform group x,"mark bar data instructor encoding x dept_name y aggregate mean salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x"
3664,2317,match_season,What are the draft pick numbers and draft classes for players who play the Defender position . Show bar chart .,<N> What are the draft pick numbers and draft classes for players who play the Defender position . Show bar chart . </N> <C> mark [T] data match_season encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> match_season <COL> position player </COL> <VAL> Defender </VAL> </D>,"mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender""",mark bar data match_season encoding x position y aggregate count position transform filter points < 30 group x
3668,405@y_name@DESC,candidate_poll,"What is the averag weights for people of each sex ? Show a bar chart , I want to order from high to low by the y-axis .","<N> What is the averag weights for people of each sex ? Show a bar chart , I want to order from high to low by the y-axis . </N> <C> mark [T] data people encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> people <COL> sex weight height </COL> <VAL> </VAL> </D>",mark bar data people encoding x sex y aggregate mean weight transform group x sort y desc,mark bar data people encoding x sex y aggregate none weight transform group x sort y desc
3670,620@x_name@ASC,college_2,"How many rooms in each building have a capacity of over 50 Visualize by bar chart , list by the X in ascending .","<N> How many rooms in each building have a capacity of over 50 Visualize by bar chart , list by the X in ascending . </N> <C> mark [T] data classroom encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> classroom <COL> building capacity room_number </COL> <VAL> 40 Power Main 700 547 180 </VAL> </D>",mark bar data classroom encoding x building y aggregate count building transform filter capacity > 50 group x sort x asc,mark bar data classroom encoding x building y aggregate count building transform filter capacity > 1850 group x sort x asc
3672,41@x_name@DESC,allergy_1,"Show the average age for all female students and group them by first name in a bar chart , and display x axis in desc order please .","<N> Show the average age for all female students and group them by first name in a bar chart , and display x axis in desc order please . </N> <C> mark [T] data student encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> student <COL> age lname fname sex </COL> <VAL> Han Paul Ian Mark Andy Jandy Linda Davis Pang Lee Jun </VAL> </D>",mark bar data student encoding x fname y aggregate mean age transform filter sex = 'f' group x sort x desc,mark bar data student encoding x sex y aggregate mean age transform group x sort x desc
3682,1776@x_name@DESC,hr_1,"For those employees who was hired before 2002-06-21 , draw a bar chart about the distribution of job_id and the sum of salary , and group by attribute job_id , and show by the JOB_ID in descending .","<N> For those employees who was hired before 2002-06-21 , draw a bar chart about the distribution of job_id and the sum of salary , and group by attribute job_id , and show by the JOB_ID in descending . </N> <C> mark [T] data employees encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> employees <COL> job_id salary first_name last_name </COL> <VAL> Den Ande King Banda Gee Lee Chen Seo Baer Fay Rajs </VAL> </D>",mark bar data employees encoding x job_id y aggregate sum salary transform filter hire_date < '2002-06-21' group x sort x desc,mark bar data employees encoding x job_id y aggregate sum salary transform filter hire_date < '2002-06-21' group x sort y desc
3684,2066@x_name@ASC,loan_1,"What are the names and account balances of customers with the letter a in their names , list by the x axis in asc .","<N> What are the names and account balances of customers with the letter a in their names , list by the x axis in asc . </N> <C> mark [T] data customer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> customer <COL> cust_name </COL> <VAL> Mary </VAL> </D>",mark bar data customer encoding x cust_name y aggregate none acc_bal transform filter cust_name like '%a%' sort x asc,mark bar data customer encoding x acc_type y aggregate count acc_type transform filter credit_score < 50 group x sort x asc
3694,2543,perpetrator,What are the countries of perpetrators ? Show each country and the corresponding number of perpetrators there .,<N> What are the countries of perpetrators ? Show each country and the corresponding number of perpetrators there . </N> <C> mark [T] data perpetrator encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> perpetrator <COL> country date </COL> <VAL> </VAL> </D>,mark arc data perpetrator encoding x country y aggregate count country transform group x,mark bar data perpetrator encoding x country y aggregate count country transform group x
3696,2684,roller_coaster,what are the lengths and heights of roller coasters ?,<N> what are the lengths and heights of roller coasters ? </N> <C> mark [T] data roller_coaster encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> roller_coaster <COL> length height name park </COL> <VAL> </VAL> </D>,mark point data roller_coaster encoding x length y aggregate none height,mark bar data roller_coaster encoding x name y aggregate count length transform group x
3708,515@y_name@DESC,college_1,"Find the number of departments in each school Plot them as bar chart , and I want to show by the y axis from high to low please .","<N> Find the number of departments in each school Plot them as bar chart , and I want to show by the y axis from high to low please . </N> <C> mark [T] data department encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> department <COL> </COL> <VAL> </VAL> </D>",mark bar data department encoding x school_code y aggregate count distinct dept_name transform sort count(distinct dept_name) desc,mark bar data department encoding x school_code y aggregate count distinct dept_name transform sort count(distinct dept_address) desc
3712,41@y_name@ASC,allergy_1,"Show the average age for all female students and group them by first name in a bar chart , and could you rank the average of age in asc order ?","<N> Show the average age for all female students and group them by first name in a bar chart , and could you rank the average of age in asc order ? </N> <C> mark [T] data student encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> student <COL> age lname fname </COL> <VAL> Han Paul Ian Mark Andy Jandy Jun Pang Lee Linda </VAL> </D>",mark bar data student encoding x fname y aggregate mean age transform filter sex = 'f' group x sort y asc,mark bar data student encoding x sex y aggregate mean age transform group x sort y asc
3718,903,culture_company,Show the number of movies for each year in a bar chart and ordered by budget .,<N> Show the number of movies for each year in a bar chart and ordered by budget . </N> <C> mark [T] data movie encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> movie <COL> year </COL> <VAL> </VAL> </D>,mark bar data movie encoding x year y aggregate count year transform sort budget_million bin x by year,mark bar data movie encoding x year y aggregate count year transform group x sort budget_million
3748,903,culture_company,"What is the number of movies for each year , ordered by budget in millions ? Visualize in a bar chart .","<N> What is the number of movies for each year , ordered by budget in millions ? Visualize in a bar chart . </N> <C> mark [T] data movie encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> movie <COL> year </COL> <VAL> </VAL> </D>",mark bar data movie encoding x year y aggregate count year transform sort budget_million bin x by year,mark bar data movie encoding x year y aggregate count year transform group x sort budget_million
3750,2763@y_name@DESC,ship_mission,"What is the total number of each fate ? Give me the result in a bar graph , and display in desc by the the number of fate please .","<N> What is the total number of each fate ? Give me the result in a bar graph , and display in desc by the the number of fate please . </N> <C> mark [T] data mission encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> mission <COL> fate </COL> <VAL> </VAL> </D>",mark bar data mission encoding x fate y aggregate count fate transform group x sort y desc,mark bar data mission encoding x fate y aggregate count distinct fate transform group fate sort y desc
3770,776,cre_Doc_Tracking_DB,Show the number of documents in different starting date . Bin starting date by year interval and group by location code with a group line chart .,<N> Show the number of documents in different starting date . Bin starting date by year interval and group by location code with a group line chart . </N> <C> mark [T] data document_locations encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> document_locations <COL> location_code </COL> <VAL> b n e </VAL> </D>,mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from color location_code transform bin x by year,mark line data document_locations encoding x date_in_location_from y aggregate count date_in_location_from transform group x
3774,2317,match_season,what are the draft pick numbers and draft classes for players who play the Defender position ?,<N> what are the draft pick numbers and draft classes for players who play the Defender position ? </N> <C> mark [T] data match_season encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> match_season <COL> position player </COL> <VAL> Defender </VAL> </D>,"mark bar data match_season encoding x draft_class y aggregate none draft_pick_number transform filter position = ""defender""",mark bar data match_season encoding x position y aggregate count position transform filter points < 30 group x
3790,2066@y_name@DESC,loan_1,"What are the names and account balances of customers with the letter a in their names , and I want to display in descending by the acc_bal .","<N> What are the names and account balances of customers with the letter a in their names , and I want to display in descending by the acc_bal . </N> <C> mark [T] data customer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> customer <COL> acc_bal cust_name </COL> <VAL> Mary </VAL> </D>",mark bar data customer encoding x cust_name y aggregate none acc_bal transform filter cust_name like '%a%' sort y desc,mark bar data customer encoding x acc_type y aggregate count acc_type transform filter credit_score < 50 group x sort x desc
3798,2844@x_name@DESC,station_weather,"Show me the total number by origin in a histogram , and sort by the names from high to low .","<N> Show me the total number by origin in a histogram , and sort by the names from high to low . </N> <C> mark [T] data train encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> train <COL> origin id name time </COL> <VAL> </VAL> </D>",mark bar data train encoding x origin y aggregate count origin transform group x sort x desc,mark bar data train encoding x time y aggregate count time transform group x sort x desc
3812,1066,customers_card_transactions,Show me a scatter plot of customer id and the total number for .,<N> Show me a scatter plot of customer id and the total number for . </N> <C> mark [T] data accounts encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> accounts <COL> customer_id </COL> <VAL> </VAL> </D>,mark point data accounts encoding x customer_id y aggregate count customer_id transform group x,mark point data accounts encoding x count(*) y aggregate none customer_id transform group count(*)
3824,80@x_name@ASC,apartment_rentals,"A line chart for returning the number of the date of birth for all the guests with gender code ""Male"" , I want to show x axis in ascending order .","<N> A line chart for returning the number of the date of birth for all the guests with gender code ""Male"" , I want to show x axis in ascending order . </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code date_of_birth guest_last_name guest_first_name </COL> <VAL> Bode Male Keith Gabe Mante </VAL> </D>","mark line data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" sort x asc bin x by year",mark line data guests encoding x gender_code y aggregate count gender_code transform group x sort x asc
3828,1170,dog_kennels,What is the weight of each dog that was abandoned ? Show in a pie chart .,<N> What is the weight of each dog that was abandoned ? Show in a pie chart . </N> <C> mark [T] data dogs encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> dogs <COL> weight age </COL> <VAL> </VAL> </D>,mark arc data dogs encoding x name y aggregate none age transform filter abandoned_yn = 1,mark arc data dogs encoding x name y aggregate none weight transform filter abandoned_yn = 1
3832,2917,swimming,Give me the comparison about meter_100 over the meter_300 by a bar chart .,<N> Give me the comparison about meter_100 over the meter_300 by a bar chart . </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 meter_300 meter_500 meter_200 meter_400 meter_600 meter_700 time name </COL> <VAL> </VAL> </D>,mark bar data swimmer encoding x meter_300 y aggregate none meter_100,mark bar data swimmer encoding x name y aggregate none meter_100
3834,2949,theme_gallery,"Find those themes and years for all exhibitions with ticket prices lower than 15 , group by themes , count year , and the x-axis is Year .","<N> Find those themes and years for all exhibitions with ticket prices lower than 15 , group by themes , count year , and the x-axis is Year . </N> <C> mark [T] data exhibition encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> exhibition <COL> year theme ticket_price </COL> <VAL> </VAL> </D>",mark bar data exhibition encoding x year y aggregate count year transform filter ticket_price < 15 group theme,mark bar data exhibition encoding x year y aggregate count year transform filter ticket_price < 15 group x
3836,2874,student_1,Scatter plot to show grade on x axis and the total number on y axis .,<N> Scatter plot to show grade on x axis and the total number on y axis . </N> <C> mark [T] data list encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> list <COL> grade </COL> <VAL> </VAL> </D>,mark point data list encoding x grade y aggregate count grade transform group x,mark point data list encoding x classroom y aggregate none grade
3838,802,cre_Docs_and_Epenses,"Display a pie chart for what are the different budget type codes , and how many documents are there for each ?","<N> Display a pie chart for what are the different budget type codes , and how many documents are there for each ? </N> <C> mark [T] data documents_with_expenses encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> documents_with_expenses <COL> </COL> <VAL> </VAL> </D>",mark arc data documents_with_expenses encoding x budget_type_code y aggregate count budget_type_code transform group x,mark arc data documents_with_expenses encoding x product_type_code y aggregate count product_type_code transform group x
3842,774@x_name@ASC,cre_Doc_Tracking_DB,"I want to see trend of the number of date in locaton to by date in locaton to , and list by the x axis in asc .","<N> I want to see trend of the number of date in locaton to by date in locaton to , and list by the x axis in asc . </N> <C> mark [T] data document_locations encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> document_locations <COL> location_code </COL> <VAL> x b n e c </VAL> </D>",mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to transform sort x asc bin x by year,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform group x sort x asc
3846,79,apartment_rentals,"Return the date of birth for all the guests with gender code ""Male"" , and count them by a bar chart","<N> Return the date of birth for all the guests with gender code ""Male"" , and count them by a bar chart </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code date_of_birth guest_last_name guest_first_name </COL> <VAL> Bode Male Keith Gabe Toy Mante </VAL> </D>","mark bar data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" bin x by weekday",mark bar data guests encoding x gender_code y aggregate count gender_code transform group x
3856,3025@x_name@ASC,tracking_software_problems,"Find all the ids and dates of the logs for the problem whose id is 10 Plot them as bar chart , I want to sort bars in asc order please .","<N> Find all the ids and dates of the logs for the problem whose id is 10 Plot them as bar chart , I want to sort bars in asc order please . </N> <C> mark [T] data problem_log encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> problem_log <COL> log_entry_fix other_log_details log_entry_description </COL> <VAL> i o n a f d s t e b c </VAL> </D>",mark bar data problem_log encoding x log_entry_date y aggregate none problem_log_id transform filter problem_id = 10 sort x asc,mark bar data problem_log encoding x log_entry_description y aggregate count log_entry_description transform group x sort x asc
3860,97@y_name@ASC,apartment_rentals,"Give me a bar chart for room_count of each apt number , and rank in ascending by the y axis .","<N> Give me a bar chart for room_count of each apt number , and rank in ascending by the y axis . </N> <C> mark [T] data apartments encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> apartments <COL> room_count apt_number </COL> <VAL> </VAL> </D>",mark bar data apartments encoding x apt_number y aggregate none room_count transform sort y asc,mark bar data apartments encoding x apt_type_code y aggregate count apt_type_code transform group x sort y asc
3866,2917@x_name@ASC,swimming,"Plot meter_100 by grouped by meter 300 as a bar graph , could you list in ascending by the bars ?","<N> Plot meter_100 by grouped by meter 300 as a bar graph , could you list in ascending by the bars ? </N> <C> mark [T] data swimmer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> swimmer <COL> meter_100 id meter_200 meter_300 meter_400 meter_500 meter_600 meter_700 time </COL> <VAL> </VAL> </D>",mark bar data swimmer encoding x meter_300 y aggregate none meter_100 transform sort x asc,mark bar data swimmer encoding x meter_200 y aggregate none meter_100 transform sort x asc
3870,79,apartment_rentals,"Return the number of the date of birth for all the guests with gender code ""Male"" .","<N> Return the number of the date of birth for all the guests with gender code ""Male"" . </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code date_of_birth guest_last_name guest_first_name </COL> <VAL> Bode Male Keith Gabe Mante </VAL> </D>","mark bar data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" bin x by weekday",mark bar data guests encoding x gender_code y aggregate count gender_code transform group x
3876,2638,protein_institute,"Please compare the number of floors for all street address using a bar chart , and order by the number of floors .","<N> Please compare the number of floors for all street address using a bar chart , and order by the number of floors . </N> <C> mark [T] data building encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> building <COL> floors street_address </COL> <VAL> </VAL> </D>",mark bar data building encoding x street_address y aggregate none floors transform sort y,mark bar data building encoding x name y aggregate none floors transform sort y
3880,1463,game_1,Scatter . what are ids and total number of hours played for each game ?,<N> Scatter . what are ids and total number of hours played for each game ? </N> <C> mark [T] data plays_games encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> plays_games <COL> hours_played gameid </COL> <VAL> </VAL> </D>,mark point data plays_games encoding x gameid y aggregate sum hours_played transform group x,mark point data plays_games encoding x hours_played y aggregate sum gameid transform group x
3886,97@x_name@DESC,apartment_rentals,"Give me a bar chart for room_count of each apt number , and I want to rank from high to low by the bars please .","<N> Give me a bar chart for room_count of each apt number , and I want to rank from high to low by the bars please . </N> <C> mark [T] data apartments encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> apartments <COL> room_count apt_number </COL> <VAL> </VAL> </D>",mark bar data apartments encoding x apt_number y aggregate none room_count transform sort x desc,mark bar data apartments encoding x apt_type_code y aggregate count apt_type_code transform group x sort x desc
